pr;DB;Interpreter;Logging;Thread;Data Structure;DevOps;i18n;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;Big Data;App;GIS;Util;NLP;APM;Network;Title;Body;prIssue;issue;issueTitle;issueBody;issueComments;issueTitleLink;issueBodyLink;issueCommentsLink;isPR;isTrain;commitMessage;Comments
"5315;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;conversion of preferences/exportsorting  import  maintable and entryeditor to mvvm;follow-up to #5033;;0;conversion of preferences/exportsorting import maintable and entryeditor to mvvm;follow-up to #5033 this pr ha grown pretty huge too although there is nothing really complicated in it the four very simple tabs are converted and i included some suggestions about templates/generics and icons @tobiasdiez made in 5185 comment]( and in [#5265]( saveorderconfigdisplay had to be refactored as there were some bugs: it did not want to set the values after resetting the preferences and it could not load the fields-class (crazy java9-module-stuff) so i also had to change some exports in the modules-info there i also included some changes out of the gitter-discussioni already got some ideas how to resort all the preferences and options in the options-menu one could change the listview on the sidepane to a treeview and start thinning each tab into small preferencetabs the help buttons could also be somehow adjusted for each tab at the same position (maybe somewhere to the right of the title)i guess there are some things to be discussed or corected in this pr so im looking forward for your comments![exportsorting](  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);""i accidentally pushed some changes i temporarily made to the checkstylexml since the dtd does not exist on the puppycrawl-server should i remove them again? || > i accidentally pushed some changes i temporarily made to the checkstylexml since the dtd does not exist on the puppycrawl-server should i remove them again?no problem i guessin general code looks good i did not find anything big  please test if scroll bars are automatically shown when you resize the tabs or when you have a small screen so that all is still visiblethe java 9 module stuff is indeed crazy i did not knew that its required in the same project always thought its for external visibility || > thanks! i have to disappoint you as my remarks are only minor - so your thesis will be happy to get your full attention tomorrow -) (or are already finished?) not done yet but i want to send the professor my current (and hopefully my last) draft tomorrow || > in general code looks good i did not find anything big please test if scroll bars are automatically shown when you resize the tabs or when you have a small screen so that all is still visiblethe scrollbars show up in testing automatically but only to a certain size (about 600 pixels in width of the preferences dialog scenic view does not seem to work with a gradle run on my machine currently) below that the scrollbar is being eaten by the dialog widthi created the fxml very quickly with a  width of 650 pixels for simplicity as i had no patience yet to make everything scalable but i think this could be easily done after everything is converted to the mvvm-pattern just inside the fxmlsthis is quite a todo list growing and growing: ðŸ˜€ 1 convert appereance-tab and bibtexkeypattern-tab to mvvm2 rework display of group file uri and eprint-column in the maintable3 rework specialfields for entryeditor (maybe a compact controlelement with the symbols similar to the display in the table columns)4 rework the preferences-order (create new abstraction-layers for jabrefpreferences [5047 comment]( ) || i am merging this now! thanks again for your continouos contribution! ðŸ‘  we really appreciate that!i would say we should first focus on finishing the prefs tabs stuff making it look """"nice"""" is another not so important task atm || "";;;;1;1;dont set values using background task;"
5325;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;use binding to update global state manager;  ;;3142;use binding to update global state manager;        ( (      because github does not support autolinking there -->use javafx binding instead of a listener to update the global state manager that seems to work more reliable and fixes a bunch of issues in particular 3142  and fixes #4441moreover i  an error that was thrown when interacting with the toolbar (missing open statement but we were using reflection)-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);;the group panel is not updated when switching between certain libraries;jabref 40-beta3windows 7 61 amd64 java 180_131steps to reproduce:1 open jabref with multiple libraries2 switch between the libraries3 the updating of the group panel is extremely slow and not always correct-i have the following screenshots to show that behaviour: when i switch from chapter04bib to  endokrinologiekunde20170513vs400bib and vice versa the group panel is not updated while switching to fatmetabolism20170608vs400bib it is updated and then back to either chapter04bib or endokrinologiekunde it is chapter04 has 275 entries fatmetabolism has 900 and endokrinologiekunde has 1991 entries (  <summary>log file</summary>    ```  paste an excerpt of your log file here  ```</details>;refs #2690 || this can be reproduced in the following way: - start jabref with two bib files and the the groups side pane open - create a new database - jabref will switch to the new database but the groups side pane will display the tree of the last selected databaseif tracked the problem down to this part: the groups side pane should repaint but the `jfxpanel` does not necessarily do that the only way  i found (and i tried many ways) to force it was by re-creating the completed pane ie by putting this code into the conditional:```            stackpane root  new stackpane()            rootgetchildren()addall(new grouptreeview()getview())            scene scene  new scene(root)            groupspanesetscene(scene)```but that leads to an ugly flicker in the ui resetting the scene with a newly created instance is the key without that no change happens@tobiasdiez how can i force the `groupspane` to refresh without having to rebuild all its contents? there has to be some way to do this || @lenhard i cannot reproduce the issue with the steps you describe with the latest master for me an empty groups tree is displayed for the new database codewise it (should) work as follows: the statemanager is notified about the new database propagates the event to the group tree view the tree is updated triggers a repaint of the tree due to the binding || @tobiasdiez hm you use win10 right? if you cannot reproduce this maybe the problem is related to win7 because for me it is no problem to reproduce and i have the same setting as @bernhard-kleine we might need more help tracking this down from other people that use different settings || yes im on win10 can you please verify that  is invoked (with the proper empty database as argument) when you create a new database  || i debugged this and the method is invoked with the empty database this is the case for bibtex and biblatex but unfortunately the group tree doesnt get updated properly || can reproduce exactly as described by jÃ¶rg (maybe you need to switch between the bibs a bit):( || this should be  in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version ||;1;0;use binding to update global state manager;
"5325;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;use binding to update global state manager;  ;;4441;use binding to update global state manager;        ( (      because github does not support autolinking there -->use javafx binding instead of a listener to update the global state manager that seems to work more reliable and fixes a bunch of issues in particular 3142  and fixes #4441moreover i  an error that was thrown when interacting with the toolbar (missing open statement but we were using reflection)-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);;incorrect count entry number;steps to reproduce the behavior:1 file -> (new bibtex library) or (new biblatex library)2 add some entry number of entry will be 0 (https://user-imagesentcom/15236829/47781510-0ceba400-dd28-11e8-9293-dab196344bc5png);""is it always an incorrect number or does this only happen the first time you assign a item to a new group? i noticed this behaviour before but as far as i remember you get the correct numbers of items contained in a group if you save your database then close jabref and then reopen the database in jabrefthis is still obviously a bug but a less serious one i guess - it is basically the updating process of the groups panel that does not work properly (which i think is also responsible for some other issues we see with the groups panel) || sometimes the number update if you switch to another db and then back again  || @siedlerchr however on switching to another library group count shows count of previous libraryi am looking into this issue right now what i have found is that when the database is changed a new instance of the `integerproperty hits` is created each time [[1]]( and `text` (representing gui for the number of hits) is being bound to this newly created instance [[2]]( therefore the binding does not prove useful herethe `text` should still be updated with the value of `hits` anyway but it turns out that the binding of `hits` to `text` is done before `hits` is updated it is because of another binding [[3]]( which internally triggers a callback to `viewmodeltreetablecellfactory`this results in `text` holding previous value of `hits` and not the current onewhen jabref starts up there are some initial calls made which have`hits` initialized to 0 and `text` binds to that until database is changed   || thanks for investigating this issue this is how it is supposed to work:- whenever a library gets the focus convert the group tree to a tree of `groupnodeviewmodel`s bind the value of the `hit` property to the text field whenever there are changes to the library update the hit count (which should then propagate to the text label through the above binding) it sounds reasonable that there is a problem with the binding of the text label to the correct hits property || @tobiasdiez i think the problem might actually be concerned with `databasecontextgetdatabase()getentries()addlistener(this::ondatabasechanged) `i added a print statement inside the function `ondatabasechanged` and it didnt print anything after a few entries were addedthe problem is related to this:  would solve issue 4679]( i think this issue might have more to do with the group being utilized in the line `texttextproperty()bind(groupgethits()asstring())` is the older group this causes value to not be set properly but i think this happens only if the only group you have is all entries || @tobiasdiez and @siedlerchr why do we have the all entries group available when no library has been opened in jabref? it doesnt seem to serve any function || you are right the """"all entries group"""" should only be shown when there is an open library || the value should also be updated if the library is closed which also does not happen right now || see  will probably fix both of the issues || this should be  in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || jabref 50-dev--snapshot--2019-09-16--master--1bec5efd3windows 10 100 amd64 java 1104-bellsoftas far as i can tell this issue appears to be fixed in the current developer version of jabref thank you very much!what i do note however is that assigning articles to new groups creates a massive cpu workload (always around 95%-100% cpu workload on a 6-core core i7) this cpu workload takes several minutes to disappear i do not know however whether this issue is related to the current fix or if it is just related to the general performance problems that jabref has at the moment (see  || follow-up: note also that the group entry count number is updated immediately when an item is assigned to a new group but the colour indicating the group assignment is not the colouring of the group affinities is only updated if you select another item in the main table or another group in the panel and then re-select the newly assigned itemas you can see this is not a major issue but i wanted to report it (see also here:  || thanks for the feedback ill try to improve the performance in the coming weeks but first i wanted to fix as much bugs as possible please open another issue for the coloring problem || i just realised that i had reported the colouring issue before see here: (similar but not the same) here: you very much for your continuous work on jabref! || @aegit did you encounter by chance this issue after the latest fix? #5327  || @siedlerchr sorry for taking so long see my reply here:  i cannot reproduce the issue you reported || okay thanks for the info will test it again on another computer  || "";1;0;use binding to update global state manager;"
5326;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;fix problem with search and switching between libraries;4846 by using bindings instead of listeners.;;4846;fix problem with search and switching between libraries;4846 by using bindings instead of listeners        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);;cleared search is redone after switching library;to reproduce:1 open two libraries2 search in first one3 clear search in first4 switch to second library5 switch back to firstthen in first library the search is restoredinfo:```jabref 50-dev--snapshot--2019-04-03--master--a273eb1famac os x 10143 x86_64 java 180_191```;@bdcafi recently worked on the search feature and i would like you to try out this version here and report back if it is now working for you: || did a quick test  unfortunately it still restores the deleted search || thanks for your feedback will look into this in #4897  || this should be  in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version ||;1;0;merge branch master into fix4846;
5328;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;improve group coloring and item count;5327. the problem was that  gettreetablerow.getitem()  in  viewmodeltreetablecellfactory  still returned the old item (and not the new one passed as method argument to  updateitem ).;;2857;improve group coloring and item count;5327 the problem was that `gettreetablerowgetitem()` in `viewmodeltreetablecellfactory` still returned the old item (and not the new one passed as method argument to `updateitem`) since i was already looking at the code this pr also fixes #3112 that improves the coloring after an entry was added to the group also fixes #2857 (at least i couldnt replicate it anymore)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);;group membership not indicated by colour if jabref is opened and entry is selected immediately;jabref 400-dev--snapshot--2017-05-20--master--01e854829windows 10 100 amd64 java 180_1311 open a large database (eg >6000 entries and several 100 static groups)2 if you dont wait for a couple of seconds before you start selecting an entry but instead choose to immediately select one once the databse is visible (ie the graphical user interface of jabref has appeared) the respective group of the selected entry will not be indicated by the green number3 once that has happened no matter what entry you select its group membership will not be indicated by colours in the groups panel4 to overcome this issue you have to close jabref then reopen it and wait for a couple of seconds after having opened the database i guess that some modules (?) are still loaded in the background - if you are too quick in using jabref the loading of those modules will be stopped leading to this behaviour (which was indeed quite difficult to replicate but i think ive now found the pattern);jabref 50-dev--snapshot--2019-09-18--master--1601770f4windows 10 100 amd64 java 1104-bellsoftthis appears to be  in the latest dev version cheers! ||;1;0;improve group coloring and item count5327 the problem was that `gettreetablerowgetitem()` in `viewmodeltreetablecellfactory` still returned the old item (and not the new one passed as method argument to `updateitem`) since i was already looking at the code this pr also fixes #3112 that improves the coloring after an entry was added to the group;
"5328;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;improve group coloring and item count;5327. the problem was that  gettreetablerow.getitem()  in  viewmodeltreetablecellfactory  still returned the old item (and not the new one passed as method argument to  updateitem ).;;3112;improve group coloring and item count;5327 the problem was that `gettreetablerowgetitem()` in `viewmodeltreetablecellfactory` still returned the old item (and not the new one passed as method argument to `updateitem`) since i was already looking at the code this pr also fixes #3112 that improves the coloring after an entry was added to the group also fixes #2857 (at least i couldnt replicate it anymore)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);;colouring item count in groups panel does not work reliably;""jabref 40-dev--snapshot--2017-08-16--maintable-update--69f717336windows 10 100 amd64java 180_141when selecting an item in the main table the associated group (or rather the number giving the number of associated items) should be coloured this is not the case with newly assigned items it does appear however that this feature is generally buggy - also items that have not been newly assigned to a group are not always coloured in the group panel (sometimes it works sometimes it does not)its difficult for me to replicate this behaviour as far as i can tell one way of experiencing reliably this bug is by doing the following1) open a jabref database2) select an item - the associated item count in the groups panel should be coloured (although sometimes it wont)3) assign this item to a new group - the item count of the new group will not be colourednote that ive also noticed that colours can """"persist"""" in the main table although no or only one item is selected example:1) open a jabref database2) select multiple items which are associated with different groups - the item counts of the different groups should be coloured3) now deselect all items and select only one that is associated with a single group - only the item count of that group should be coloured but actually all item counts of the previously selected items/groups are still coloured"";""@tobiasdiez in order to make addressing this bug a little easier could you please point me to the code that does the coloring of the group tree? i have a hard time locating it at the moment || @lenhard the coloring is determined by [pseudo classes]( that are [bound]( to the [anyselectedentriesmatchedproperty/allselectedentriesmatchedproperty]( of the groups node view model || the bug still exists in recent master branch i  this bug in this [commits] ( cause of this bug is that the local variable """"pseudoclassstate"""" is garbaged by java gc there is no reference to this variable except an weak one from """"bind"""" function || @springzfx thank you very much! please create a pr for your changes so we can integrate it  || does the same apply with toggle buttons like entry preview? i have disabled it and still the previews open on a single click to reproduce it the bottom details layer needs to be disabled || thanks to @springzfx  this issue is now resolved in the latest master versionwe would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version || jabref 50-dev--snapshot--2018-10-28--master--05047f32awindows 10 100 amd64 java 180_191this bug has been partially solved if you repeat the following steps you can still reliably reproduce the bug:1 open a jabref database2 select an item - the associated item count in the groups panel should be coloured (this works now!)3  assign this item to a new group - the item count of the new group will not be coloured (this does not work)so problem 2 has been solved but problem 3 persists there is a simple workaround for problem 3 though: if you select another group in the groups panel or another item in the main table and the select the newly assigned item all (!) corresponding groups will be colouredso basically the only minor problem that persists is that an item that is newly assigned to a group will not lead to an immediate update of the colouring of that group instead we have to manually trigger the update of the groups panel || shoud be fixed now in latest master i cannot longer reproduce itwe would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version || jabref 50-dev--snapshot--2019-09-18--master--1601770f4windows 10 100 amd64 java 1104-bellsofti can confirm that this issue is fixed in the latest dev version cheers! || "";1;0;improve group coloring and item count5327 the problem was that `gettreetablerowgetitem()` in `viewmodeltreetablecellfactory` still returned the old item (and not the new one passed as method argument to `updateitem`) since i was already looking at the code this pr also fixes #3112 that improves the coloring after an entry was added to the group;"
"5328;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;improve group coloring and item count;5327. the problem was that  gettreetablerow.getitem()  in  viewmodeltreetablecellfactory  still returned the old item (and not the new one passed as method argument to  updateitem ).;;5327;improve group coloring and item count;5327 the problem was that `gettreetablerowgetitem()` in `viewmodeltreetablecellfactory` still returned the old item (and not the new one passed as method argument to `updateitem`) since i was already looking at the code this pr also fixes #3112 that improves the coloring after an entry was added to the group also fixes #2857 (at least i couldnt replicate it anymore)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);;group count shows the value of the other library;master 1bec5ef refs #5325 @tobiasdiez two librariesone with 16 entries one with 2 entriesall entries group shows always the value of the other library(https://user-imagesentcom/320228/65019167-fc85ed00-d92a-11e9-860a-02e3d3baa783png)![grafik](https://user-imagesgithubusercontentcom/320228/65019413-70c09080-d92b-11e9-9141-87af97e5836epng);""can you please debug and/or describe how to reproduce this issue for me everything is working  || windows 10:i just started the latest build from gradle with /gradlew runtwo libs were opened at startup using the version from the installer is the same problem1 start jabref last two libraries are opened focus is on the lib with 16 entries no other group except the all entries group2 group count is 163 change to other library in tab  group count is still 164 change back to to other libe: group count is 25 always reproducible || it appears to me that the wrong bibdatabasecontext is passed  || i cannot reproduce it on my two installations || jabref 50-dev--snapshot--2019-09-16--master--1bec5efd3windows 10 100 amd64 java 1104-bellsoftcannot reproduce the issue mentionednote that my setup differs in two (?relevant) points:1 library 1 contains 6462 entries library 2 contains 4 entries2 i have several groups in both libraries not just the """"all entries"""" groupwhen i change from one library to the next the correct entry count is shown in the """"all entries"""" group note however that it takes a few seconds for library 1 to display the correct entry count every time i switch from library 2 to library 1 the entry count displayed in """"all entries"""" is initially 0 and then jumps to 6462 entries i reckon jabref always recalculates the number of entries when switching between the libraries this behaviour will not be noticed if the libraries contain only a few entries but with thousands of them you can notice the delay (which i personally do not mind) || very nice observation @aegit that the libraries had to have an empty groups tree in order to replicate this issue with this i was able to fix the problem and as a thank you also  a few other groups related issue you reported a while ago (see #5328) || can confirm its fixed now! || @tobiasdiez cheers thanks for the nice bugfixes! || "";1;0;improve group coloring and item count5327 the problem was that `gettreetablerowgetitem()` in `viewmodeltreetablecellfactory` still returned the old item (and not the new one passed as method argument to `updateitem`) since i was already looking at the code this pr also fixes #3112 that improves the coloring after an entry was added to the group;"
5330;1;1;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;1;1;remove javafx-font-tweak;as asked by @tobiasdiez in the gitter-chat  a seperate pr to test if the font tweak can be safely removed  as probably the dependencies were removed in javafx anyways. see https://bugs.java.com/bugdatabase/view_bug.do?bug_id=8187147;;0;remove javafx-font-tweak;as asked by @tobiasdiez in the gitter-chat a seperate pr to test if the font tweak can be safely removed as probably the dependencies were removed in javafx anyways see   change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);as the original author of  @halirutan could you please check if this font tweak is still necessary? thanks a lot! || @tobiasdiez yes i can but im not at home on my linux mache until the weekend but then i can have a look || @halirutan have you already found the time to look at this? || @tobiasdiez i looked at this tonight and i cannot see a difference between the tweak turned on or off so i guess it can be removed || thanks for having a look at this @halirutan ||;;;;1;1;merge branch master into remove_javafx_fontfix;
"5338;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;fix npe when opening a non existing file from the recent files menu;5334;;5334;fix npe when opening a non existing file from the recent files menu;5334 dialogservice object was null because the filehistorymenu class is initialized before the ctor of jabref frame creates the dialog service object        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);;""uncaught exception when opening file that no longer exists from the """"recent libraries"""" list"";""<!-- note: please use the github issue tracker only for bug reports feature requests questions and general feedback is now handled at  --> jabref version 50-dev (commit db96f88 master) on ubuntu-1604 x86_64 i have tested the latest development version from * master db96f88 fix problem with search and switching between libraries (#5326) from  and the problem persistsjavalangnullpointerexception is raised (thrown)  when a file is selected for opening from the """"recent libraries"""" list and this file no longer existsnote: options|preferences|file|open last edited libraries at startup is *unchecked* in my configuration<!-- add a clear and concise description of what the bug is -->steps to reproduce the behavior:1 start the jabref: `build/image/bin/jabrefmain &`2 navigate through """"file|open library"""" and open any library say """"test1bib""""3 exit jabref4 rename or remove the library eg `mv test1bib test2bib`5 start the jabref again: : `build/image/bin/jabrefmain &`6 navigate to """"file|recent libraries"""" find the removed file """"test1bib"""" and click its namean unhandled java exception is reported by the gui:![screenshot from 2019-09-20 14-53-30](https://user-imagesentcom/10668420/65325448-8944db00-dbb7-11e9-9a50-a54eaffb1a11png)"";jabref 50-devlinux 500-29-generic amd64 java 1104can confirm for the current dev version the exception stacktrace is: `javalangnullpointerexception	at orgjabref/orgjabrefguimenusfilehistorymenuopenfile(unknown source)	at orgjabref/orgjabrefguimenusfilehistorymenulambda$additem$0(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventcompositeeventhandlerdispatchbubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventhandlermanagerdispatchbubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventhandlermanagerdispatchbubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventutilfireeventimpl(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventutilfireevent(unknown source)	at orgjabrefmergedmodule/javafxeventeventfireevent(unknown source)	at orgjabrefmergedmodule/javafxscenecontrolmenuitemfire(unknown source)	at orgjabrefmergedmodule/comsunjavafxscenecontrolcontextmenucontent$menuitemcontainerdoselect(unknown source)	at orgjabrefmergedmodule/comsunjavafxscenecontrolcontextmenucontent$menuitemcontainerlambda$createchildren$12(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventcompositeeventhandler$normaleventhandlerrecordhandlebubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventcompositeeventhandlerdispatchbubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventhandlermanagerdispatchbubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventhandlermanagerdispatchbubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventcompositeeventdispatcherdispatchbubblingevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventbasiceventdispatcherdispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventdispatchchainimpldispatchevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventutilfireeventimpl(unknown source)	at orgjabrefmergedmodule/comsunjavafxeventeventutilfireevent(unknown source)	at orgjabrefmergedmodule/javafxeventeventfireevent(unknown source)	at orgjabrefmergedmodule/javafxscenescene$mousehandlerprocess(unknown source)	at orgjabrefmergedmodule/javafxscenescene$mousehandleraccess$1200(unknown source)	at orgjabrefmergedmodule/javafxscenesceneprocessmouseevent(unknown source)	at orgjabrefmergedmodule/javafxscenescene$scenepeerlistenermouseevent(unknown source)	at orgjabrefmergedmodule/comsunjavafxtkquantumglassvieweventhandler$mouseeventnotificationrun(unknown source)	at orgjabrefmergedmodule/comsunjavafxtkquantumglassvieweventhandler$mouseeventnotificationrun(unknown source)	at javabase/javasecurityaccesscontrollerdoprivileged(native method)	at orgjabrefmergedmodule/comsunjavafxtkquantumglassvieweventhandlerlambda$handlemouseevent$2(unknown source)	at orgjabrefmergedmodule/comsunjavafxtkquantumquantumtoolkitrunwithoutrenderlock(unknown source)	at orgjabrefmergedmodule/comsunjavafxtkquantumglassvieweventhandlerhandlemouseevent(unknown source)	at orgjabrefmergedmodule/comsunglassuiviewhandlemouseevent(unknown source)	at orgjabrefmergedmodule/comsunglassuiviewnotifymouse(unknown source)	at orgjabrefmergedmodule/comsunglassuigtkgtkapplication_runloop(native method)	at orgjabrefmergedmodule/comsunglassuigtkgtkapplicationlambda$runloop$11(unknown source)	at javabase/javalangthreadrun(unknown source)` || this should be  in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || jabref 50-devlinux 500-29-generic amd64 java 1104i can confirm that this issue has been fixed in the current dev snap version cheers! || the issue is solved also in my installation confirmed by starting the application as `/build/image/bin/jabrefmain &`thanks for the instant fix! ||;1;0;pass opendatabase action instead of jabref frame;"
"5340;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;fix various copy to clipboard issues;pt 1: fixing #5263 by only using the text content to be added in the right-click-copy functionality in the preview (see 5340/files#diff-b84aeae22f7f719bc60f1ae34ecb39f6);;5263;fix various copy to clipboard issues;""pt 1: fixing #5263 by only using the text content to be added in the right-click-copy functionality in the preview (see  2: right click option in maintable: additionally store content also in string format that can be accessed then with simple text editorspt 3: improve also functionality in """"export to clipboard"""" dialogcurrently all """"exporters"""" are used for """"export to clipboard"""" - however the ones which are creating files like pdfs cannot be used for copying to clipboard - thus they are filtered out now additionally in case rtf or html content is exported the specific clipboardcontent has been used-----  change in changelogmd described-  tests ~~created~~ adjusted for changes -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)"";@tobiasdiez if you dont have further objections i would merge it to master ðŸ˜ƒ  ||;spurious text included with copied previews;""jabref 50-dev--snapshot--2019-08-30--master--66b7fe3aflinux 500-25-generic amd64 java 11041 open the entry editor2 select the required fields tab3 a right column displays the formatted entry (attached image)![screenshot from 2019-08-30 14-17-24]( right-click the preview and select """"copy""""5 the result in the clipboard is this: ```       function highlight(text) {            var innertxt  documentbodyinnertext            var response  innertxtreplace(new regexp(text gi) str > `<span stylebackground-color:red>${str}</span>`)            documentbodyinnerhtml  response        }    acharya d 2006 vÄcaspatimiÅ›raâ€™s tattvasamÄ«ká¹£Ä the earliest commentary on mandanamiÅ›raâ€™s brahmasiddhi critically edited with an introduction and critical notes nepal research centre publications stuttgart: franz steiner verlag```that spurious """"function highlight(text){} """" gets included with all copies"";""the javascript code is from the highlighting for search results in the entry preview seems like the entry preview is copied as html if you  use the ctrl +c and ctrl +v it should work without issues || jabref 50-devlinux 500-27-generic amd64 java 180_222cannot confirm this issue for the current snap version of jabref note that the current snap version does not incorporate the preview in the entry editor as shown above so the issue might actually persist and if that is the case it might have been introduced with the changes made to the preview and the entry editor || the snap build has been  so that it now also runs with java 11 and the automatic build should also be working again for future updatescould you please test that version and report back if the error still occurs?@aegit you are now also able to run the newest version without modifying the default java env as jabref now ships with all required java dependencies linux use the targz archive it now contains a start script as well || jabref 50-devlinux 500-27-generic amd64 java 1104i can confirm that this issue is fixed in the latest dev-version || sorry need to re-open this as it is still not working properly for me in latest dev builds || moreover: using the """"copy preview"""" functionality from the main table context menu does not work at all || jabref 50-devlinux 500-29-generic amd64 java 1104@matthiasgeiger i have tried to reproduce the issues that you report in  and  with the latest snap version (--edge channel) but i still do not manage to: everything works as expected for me can you provide a minimum example of a database where you run into these issues? || meanwhile i have performed some analysis: the problem is caused by different paste-targets: when the target is able to interpret html formatted text it is working fine - if you use a tool supporting only plain text not (eg windows editor) ill try to work on a fix in the next days ðŸ˜€ || @matthiasgeiger you are absolutely right now i can confirm the issues you report if i use a simple text editor as paste target i never thought that the paste target would make a difference well spotted! || the embedded javascript comes from n the search highlight function its added when the citation style is loaded in the web view so technically its correct that its also shown in paste if the target does not interpret html  || well yes and no the remainder of the html code is stripped off before ie the text formatting code is not shown when pasting into a plain text editor ill try to implement the copy action in a way that the plain format does not contain any formatting information but the html content is preserved for editors supporting thatthe question is what should be pasted if someone explicitly wants to copy html/xml/ and pastes this to a plain text editor the stripped version without formatting or the code including all html/xml tags? || both html and plain """"text"""" are offered separately already so the """"text"""" option should not have html codes  it should be plain text  seem the two menu choices in the attached screenshot![screenshot from 2019-09-22 09-39-28]( || i think one of the problems is that these methods set html and string together normally you want to use putstring and puthtml together and then the target application chooses which representation it wants to use  || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || jabref 500-dev--2019-10-07----facda00c1linux 500-31-generic amd64 java 1104i confirm the fix  many  jabref 500-dev--2019-10-17----e81d58c51windows 10 100 amd64 java 1202can confirm that this has been fixed in the current dev version || "";1;0;checkstyle;"
